rowN,Transect,SegNoPos,Recipient,Gen,Plant_ID,Sample_ID,Tube ID,Total_weight(capsule+sample)(mg),Tray Name,Well_ID,capsule_size,capsule_weight_mg,sample weight (mg),Type of Material,Analysis,Enriched
707,9,34L,HR_169,G2,2,HR_169-G2-009-34L-2,707,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
708,9,34R,HR_155,G2,5,HR_155-G2-009-34R-5,708,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
709,9,35L,HR_201,G1,5,HR_201-G1-009-35L-5,709,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
710,9,35R,HR_012,G1,4,HR_012-G1-009-35R-4,710,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
711,9,36R,HR_085,G1,2,HR_085-G1-009-36R-2,711,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
712,9,37L,HR_064,G1,4,HR_064-G1-009-37L-4,712,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
713,9,38L,HR_180,G2,1,HR_180-G2-009-38L-1,713,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
714,9,38R,HR_051,G2,3,HR_051-G2-009-38R-3,714,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
715,9,39L,HR_092,G2,3,HR_092-G2-009-39L-3,715,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
716,9,39R,HR_131,G2,2,HR_131-G2-009-39R-2,716,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
717,9,40L,HR_041,G1,4,HR_041-G1-009-40L-4,717,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
718,9,40R,HR_105,G2,4,HR_105-G2-009-40R-4,718,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
719,9,41L,HR_201,G2,3,HR_201-G2-009-41L-3,719,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
720,9,41R,HR_109,G1,1,HR_109-G1-009-41R-1,720,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
721,9,42R,HR_152,G1,1,HR_152-G1-009-42R-1,721,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
722,9,43L,HR_058,G1,3,HR_058-G1-009-43L-3,722,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
723,9,43R,HR_092,G2,1,HR_092-G2-009-43R-1,723,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
724,9,44L,HR_043,G2,2,HR_043-G2-009-44L-2,724,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
725,9,44R,HR_113,G2,3,HR_113-G2-009-44R-3,725,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
726,9,45L,HR_166,G2,5,HR_166-G2-009-45L-5,726,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
727,9,45R,HR_177,G1,1,HR_177-G1-009-45R-1,727,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
728,9,46R,HR_038,G1,3,HR_038-G1-009-46R-3,728,,Nemo_2023_HR_7,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
