Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_3.11,Fl_3.17,Fl_3.25,Fl_4.1,Fl_4.8,Fl_4.13,Fl_4.21,Fl_4.28,Fl_5.5,Fl_5.12,Fl_5.20,Fl_5.25,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_area_mm2,corolla_diam_mm,notes_corolla,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
3,12,391,BO_151,BO_167,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,2022-04-13,2022-04-21,2022-04-28,NA,NA,NA,NA,NA,2022-04-08,0,0,9,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-08,292.253,23.807,NA,2022-04-08,114,148,142,2022-04-28,20,1,1,0,0
3,12,392,BO_032,BO_132,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-21,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,2022-04-21,2022-04-28,2022-05-05,2022-05-12,NA,NA,NA,2022-04-21,4,0,2,4,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,44.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2365,NA,NA,2.2365,NA,5,20,NA,2022-04-21,494.838,29.182,NA,2022-04-21,121,161,155,2022-05-12,21,1,1,1,1
3,12,393,BO_065,BO_014,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-20,2022-05-26,NA,2022-05-20,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-05-20,184.022,17.81,NA,2022-05-20,156,190,184,2022-05-26,6,1,1,1,0
3,12,394,BO_163,BO_144,n,2,TRUE,FALSE,TRUE,2,NA,Never marked in field but fruit collected,2021-12-21,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,2022-05-20,NA,NA,NA,2,0,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,4,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9975,NA,NA,NA,NA,1.9975,NA,2,4,NA,2022-05-05,332.421,23.333,NA,2022-04-13,113,153,147,2022-05-20,37,1,1,1,1
3,12,395,BO_029,BO_190,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,NA,2022-04-13,2022-04-21,2022-04-28,NA,2022-05-12,2022-05-20,NA,NA,2022-04-13,2,0,0,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.935714285714286,NA,NA,2.935714285714286,NA,3.5,7,NA,2022-04-01,222.372,20.979,NA,2022-04-01,107,141,135,2022-05-20,49,1,1,1,1
3,12,396,BO_040,BO_029,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,2022-04-13,NA,2022-04-28,2022-05-05,2022-05-12,2022-05-20,2022-05-26,NA,2022-04-13,1,5,4,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA,4.44,NA,1,6,NA,NA,NA,NA,NA,2022-04-13,119,153,147,2022-05-26,43,1,1,1,1
3,9,265,BO_013,BO_053,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,2022-05-20,NA,NA,2022-04-08,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,77.85,2022-04-08,315.127,25.543,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,0,0
3,9,265,BO_013,BO_053,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,2022-05-20,NA,NA,2022-04-08,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,77.85,2022-04-08,315.127,25.543,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,0,0
3,9,266,BO_183,BO_116,n,3,TRUE,FALSE,TRUE,3,NA,"*Never recorded, chosen from fruit envelope (plant 3 only)",2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-25,150.285,15.847,NA,NA,NA,NA,NA,NA,NA,1,0,1,0
3,9,267,BO_149,BO_106,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,NA,NA,2022-05-05,NA,2022-05-20,NA,NA,2022-04-08,1,2,0,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.785,NA,NA,4.785,NA,2,6,18.61,2022-04-01,282.385,22.04,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,1,1
3,9,268,BO_032,BO_088,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-25,109,134,128,2022-03-25,0,1,1,1,0
3,9,269,BO_194,BO_125,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,2022-05-20,2022-05-26,NA,2022-03-25,4,2,0,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2.17,NA,NA,2,2.65,NA,NA,NA,NA,NA,NA,NA,NA,2.17,NA,1.325,NA,NA,1.7475,0.5975052301026326,0.75,4.5,15.62,2022-03-25,244.039,19.701,NA,2022-03-25,109,134,128,2022-05-26,62,1,1,1,1
3,9,270,BO_022,BO_146,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,2022-04-21,NA,2022-05-05,2022-05-12,2022-05-20,NA,NA,NA,2,3,0,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.06,NA,NA,7.06,NA,0.5,2.5,14.71,2022-05-05,181.52,17.422,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,1,1
3,9,271,BO_073,BO_070,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,2022-04-21,NA,2022-05-05,NA,NA,NA,NA,NA,2,2,0,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,9.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.283333333333333,NA,NA,NA,NA,3.283333333333333,NA,1.5,6,15.81,NA,NA,NA,NA,2022-04-21,136,161,155,2022-05-05,14,1,1,1,1
3,9,272,BO_058,BO_123,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,NA,NA,NA,NA,NA,NA,NA,2022-04-01,3,3,0,6,7,10,NA,NA,NA,NA,NA,NA,NA,NA,10,44.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.433,NA,NA,NA,NA,4.433,NA,3.3333333333333335,20,22.42,2022-04-01,347.857,23.754,NA,2022-03-25,109,134,128,2022-04-13,19,1,1,1,1
3,9,273,BO_058,BO_094,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,2022-04-08,NA,2022-04-21,NA,2022-05-05,NA,NA,NA,NA,2022-04-08,2,0,0,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,NA,NA,NA,NA,2.41,NA,1,2,NA,2022-04-08,145.865,15.76,NA,2022-03-25,109,134,128,2022-05-05,41,1,1,1,1
3,9,274,BO_163,BO_072,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-01,3,1,0,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,NA,NA,NA,NA,1.98,NA,0.3333333333333333,1.3333333333333333,8.53,2022-04-01,370.302,25.131,NA,2022-04-01,116,141,135,2022-04-21,20,1,1,1,1
3,9,275,BO_039,BO_102,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,1,3,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.3,NA,NA,NA,NA,2022-04-01,116,141,135,2022-04-08,7,1,1,1,0
3,9,276,BO_033,BO_143,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-25,379.125,26.19,NA,2022-03-25,109,134,128,2022-04-01,7,1,1,0,0
3,9,277,BO_130,BO_174,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,NA,NA,NA,NA,NA,NA,NA,2022-04-08,0,2,0,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-08,240.766,19.424,NA,2022-03-25,109,134,128,2022-04-13,19,1,1,1,0
3,9,278,BO_109,BO_095,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-11,2021-11-17,NA,2022-03-17,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,5,1,0,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,7,43.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.174285714285714,NA,NA,NA,NA,6.174285714285714,NA,1.4,8.399999999999999,NA,2022-03-25,271.475,22.234,NA,2022-03-17,101,126,120,2022-04-08,22,1,1,1,1
3,9,279,BO_201,BO_199,R,2,FALSE,TRUE,TRUE,7,"2,7,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2022-03-25,109,134,128,2022-04-01,7,1,1,1,1
3,9,279,BO_201,BO_199,R,4,FALSE,TRUE,TRUE,7,"2,7,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.52,2022-04-01,286.88,21.36,NA,2022-03-25,109,134,128,2022-04-08,14,1,1,0,0
3,9,279,BO_201,BO_199,R,7,TRUE,TRUE,TRUE,7,"2,7,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,2022-03-17,2022-03-25,2022-04-01,2022-04-08,2022-04-13,NA,NA,2022-05-05,NA,NA,NA,NA,2022-03-25,0,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32.99,2022-03-25,288.925,21.792,NA,2022-03-17,101,126,120,2022-05-05,49,1,1,1,0
3,9,280,BO_163,BO_034,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-11,2021-11-17,NA,2022-03-17,NA,2022-04-01,2022-04-08,2022-04-13,NA,2022-04-28,2022-05-05,NA,2022-05-20,2022-05-26,NA,2022-03-25,3,6,0,9,8,2,NA,NA,NA,NA,2,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.475,NA,NA,NA,NA,NA,NA,2.475,NA,0.6666666666666666,6,NA,2022-03-25,525.898,29.283,NA,2022-03-17,101,126,120,2022-05-26,70,1,1,1,1
3,9,281,BO_188,BO_154,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,2022-04-21,NA,2022-05-05,2022-05-12,2022-05-20,NA,NA,2022-04-01,5,7,1,12,3,7,NA,NA,NA,NA,4,13.32,NA,NA,NA,NA,NA,NA,3,10.134,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,3.378,NA,NA,3.354,0.033941125496954314,1.4,16.799999999999997,15.79,2022-04-01,368.758,27.073,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,1,1
3,9,282,BO_151,BO_148,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-11,2021-11-17,NA,2022-03-17,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-25,238.877,21.016,NA,2022-03-17,101,126,120,2022-03-25,8,1,1,1,0
3,9,283,BO_101,BO_024,R,1,FALSE,TRUE,TRUE,3,"1,5,3",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,2022-05-20,NA,NA,2022-03-25,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.71,2022-03-25,151.088,16.864,petals a bit disfigured,2022-03-25,109,134,128,2022-05-20,56,1,1,1,0
3,9,283,BO_101,BO_024,R,3,TRUE,TRUE,TRUE,3,"1,5,3",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,NA,2022-04-28,NA,NA,NA,NA,NA,2022-03-25,3,1,0,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43,NA,NA,2.43,NA,0.6666666666666666,2.6666666666666665,16.86,NA,NA,NA,NA,2022-03-25,109,134,128,2022-04-28,34,1,1,1,1
3,9,283,BO_101,BO_024,R,5,FALSE,TRUE,TRUE,3,"1,5,3",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.36,NA,NA,NA,NA,2022-04-08,123,148,142,2022-04-08,0,1,1,0,0
3,9,284,BO_029,BO_090,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8.97,NA,NA,NA,NA,2022-03-25,109,134,128,2022-04-01,7,1,1,1,0
3,9,285,BO_143,BO_004,R,1,FALSE,TRUE,TRUE,3,"1,3",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-25,413.576,26.509,NA,2022-03-25,109,134,128,2022-04-08,14,1,1,0,0
3,9,285,BO_143,BO_004,R,3,TRUE,TRUE,TRUE,3,"1,3",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,2022-05-05,2022-05-12,2022-05-20,NA,NA,2022-04-01,2,0,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,1,1
3,9,286,BO_168,BO_155,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,NA,2022-04-21,2022-04-28,NA,2022-05-12,2022-05-20,NA,NA,2022-04-08,2,4,0,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,29.27,2022-04-08,208.346,19.188,NA,2022-04-08,123,148,142,2022-05-20,42,1,1,1,0
3,9,287,BO_187,BO_135,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-11,2021-11-17,NA,2022-03-17,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,NA,NA,NA,NA,NA,2022-03-17,0,0,2,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-17,366.946,26.231,minor folding,2022-03-17,101,126,120,2022-04-21,35,1,1,0,0
3,9,288,BO_106,BO_131,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-08,2,1,0,3,2,3,NA,NA,NA,NA,NA,NA,1,4.43,2,15.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43,7.545,NA,NA,NA,NA,5.9875,2.202637623396096,1.5,4.5,18.36,2022-04-08,260.087,22.252,NA,2022-04-01,116,141,135,2022-04-08,7,1,1,1,1
3,9,289,BO_033,BO_124,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,2,2,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,4,27.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9125,NA,NA,NA,NA,6.9125,NA,2,8,NA,2022-04-01,211.113,19.792,NA,2022-04-01,116,141,135,2022-04-08,7,1,1,1,1
3,9,290,BO_192,BO_021,R,2,TRUE,TRUE,TRUE,2,"2,7,8",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,NA,NA,NA,2022-04-08,0,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-08,291.353,20.626,NA,2022-04-08,123,148,142,2022-05-12,34,1,1,1,0
3,9,290,BO_192,BO_021,R,7,FALSE,TRUE,TRUE,2,"2,7,8",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,2022-04-13,2022-04-21,NA,2022-05-05,NA,NA,NA,NA,2022-04-08,2,5,0,7,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3.5,45.99,2022-04-08,NA,15.991,missing petals,2022-04-08,123,148,142,2022-05-05,27,1,1,1,1
3,9,290,BO_192,BO_021,R,8,FALSE,TRUE,TRUE,2,"2,7,8",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,2022-04-13,2022-04-21,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.6,NA,NA,NA,NA,2022-04-08,123,148,142,2022-04-21,13,1,1,1,0
W,W1,397,BO_192,BO_166,R,1,NA,TRUE,TRUE,NA,"1,6,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,2022-04-08,NA,NA,NA,2022-05-05,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-25,109,134,128,2022-05-05,41,1,1,0,0
W,W1,397,BO_192,BO_166,R,4,NA,TRUE,TRUE,NA,"1,6,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,2,0,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-25,892.853,36.953,NA,2022-03-25,109,134,128,2022-04-08,14,1,1,1,0
W,W1,397,BO_192,BO_166,R,6,NA,TRUE,TRUE,NA,"1,6,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,NA,NA,NA,NA,NA,NA,NA,2022-04-01,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-01,364.028,25.631,NA,2022-04-01,116,141,135,2022-04-13,12,1,1,0,0
W,W1,398,BO_192,BO_021,R,3,NA,TRUE,TRUE,NA,"5,3,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,NA,NA,2022-05-20,NA,NA,2022-04-01,1,0,9,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,1,1
W,W1,398,BO_192,BO_021,R,4,NA,TRUE,TRUE,NA,"5,3,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,NA,NA,NA,NA,NA,NA,NA,2022-04-01,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-01,418.273,24.466,NA,2022-04-01,116,141,135,2022-04-13,12,1,1,0,0
W,W1,398,BO_192,BO_021,R,5,NA,TRUE,TRUE,NA,"5,3,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,NA,NA,NA,NA,NA,2022-03-25,1,1,8,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,2022-03-25,595.31,31.113,"2022-04-01 also listed as photo date, but only one set of measurements",2022-03-25,109,134,128,2022-04-21,27,1,1,1,1
