Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_3.10,Fl_3.16,Fl_3.24,Fl_3.31,Fl_4.7,Fl_4.14,Fl_4.20,Fl_4.26,Fl_5.4,Fl_5.11,Fl_5.20,Fl_5.24,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_diam_mm,corolla_area_mm2,notes_corolla,leaf_area_mm2,leafarea_notes,leaf_dryweight_mg,leafweight_notes,SLA,LMA,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod,d13C,sample_weight_mg
2,6,254,HR_180,HR_179,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,2022-05-05,NA,NA,NA,NA,2022-03-24,7,0,0,7,3,3,NA,NA,NA,NA,NA,NA,3,10.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5500000000000003,NA,NA,NA,NA,NA,3.5500000000000003,NA,0.42857142857142855,3,50.28,2022-03-24,13.794,95.902,NA,31.88,brightmax: 183,1.39,NA,22.93525179856115,0.04360100376411544,2022-03-24,108,134,125,2022-05-05,42,1,1,1,1,-30.39,2.89
2,6,255,HR_100,HR_135,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.76,NA,NA,NA,NA,30.68,brightmax: 158,1.71,NA,17.94152046783626,0.05573663624511081,2022-03-31,115,141,132,2022-04-14,14,1,1,1,0,-31.62,2.66
2,6,256,HR_108,HR_016,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,23,2,0,25,3,8,NA,NA,NA,NA,NA,NA,7,21.72,NA,NA,1,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1028571428571428,NA,1.05,NA,NA,NA,2.0764285714285715,1.4515892065215268,0.34782608695652173,8.695652173913043,88.83,2022-03-31,24.633,386.49,NA,12.967,brightmax: 157,0.71,NA,18.263380281690143,0.05475437649417752,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1,-30.83,2.83
2,6,257,HR_195,HR_104,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,4,1,0,5,1,2,NA,NA,NA,NA,NA,NA,2,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,NA,NA,NA,NA,NA,2.86,NA,0.5,2.5,19.74,2022-03-24,19.007,232.267,NA,20.841,brightmax: 167,1.11,NA,18.775675675675675,0.053260400172736436,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-31.31,2.5
2,6,258,HR_133,HR_161,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,9,0,0,9,0,6,NA,NA,NA,NA,NA,NA,4,9.76,2,5.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,2.71,NA,NA,NA,NA,2.575,0.19091883092036785,0.6666666666666666,6,29.94,2022-03-24,20.6,262.351,NA,40.215,brightmax: 169,2.11,NA,19.05924170616114,0.05246798458286708,2022-03-24,108,134,125,2022-04-07,14,1,1,1,1,-31.89,2.98
2,6,259,HR_131,HR_113,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,16,1,0,17,0,13,NA,NA,NA,NA,NA,NA,11,18.66,NA,NA,2,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6963636363636363,NA,2.04,NA,NA,NA,1.8681818181818182,0.24298760298955913,0.8125,13.8125,46.36,2022-03-24,17.592,214.011,minor rolling of petals,22.29,brightmax: 180,1.18,NA,18.889830508474578,0.05293853746074472,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-31.56,1.74
2,6,260,HR_053,HR_038,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-24,21.427,279.294,NA,31.778,brightmax: 193,1.8,NA,17.654444444444444,0.05664296053873749,2022-03-24,108,134,125,2022-04-20,27,1,1,0,0,NA,NA
2,6,261,HR_059,HR_155,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,11,1,0,12,0,9,NA,NA,NA,NA,NA,NA,9,25.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8866666666666667,NA,NA,NA,NA,NA,2.8866666666666667,NA,0.8181818181818182,9.818181818181818,NA,2022-03-24,20.263,252.291,NA,38.46,brightmax: 183,2.38,NA,16.159663865546218,0.06188247529901196,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1,-30.81,3.31
2,6,262,HR_157,HR_088,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,10,1,0,11,0,9,NA,NA,NA,NA,NA,NA,1,5.84,4,13.63,4,12.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.84,3.4075,3.16,NA,NA,NA,4.135833333333333,1.4810307502997138,0.9,9.9,23.19,2022-03-24,27.198,468.014,NA,21.006,brightmax: 174,1.16,NA,18.108620689655172,0.05522231743311435,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1,-32.1,3.35
2,6,263,HR_121,HR_105,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,14,0,0,14,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,14.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.993333333333333,NA,NA,NA,NA,4.993333333333333,NA,0.21428571428571427,3,146.72,2022-03-31,24.701,401.423,NA,18.651,brightmax: 181,1.02,NA,18.28529411764706,0.054688756635032976,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1,-30.22,3
2,6,264,HR_189,HR_051,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,7,0,0,7,2,6,NA,NA,NA,NA,NA,NA,5,16.38,1,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.276,3.36,NA,NA,NA,NA,3.3179999999999996,0.059396969619670045,0.8571428571428571,6,12.89,2022-03-31,18.544,238.576,NA,19.876,brightmax: 170,1.11,NA,17.906306306306305,0.05584624672972429,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,-30.49,4.74
2,6,265,HR_141,HR_015,R,7,TRUE,TRUE,TRUE,7,"2,6,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,14,4,0,18,21,18,NA,NA,NA,NA,NA,NA,15,70,NA,NA,3,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.666666666666667,NA,1.92,NA,NA,NA,3.2933333333333334,1.9421866256590508,1.2857142857142858,23.142857142857146,70.3,NA,NA,NA,NA,70.641,brightmax: 157,3.67,NA,19.24822888283379,0.05195283192480287,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-31.27,3.27
2,6,266,HR_095,HR_178,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,9,1,0,10,0,31,NA,NA,NA,NA,NA,NA,31,72.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.354516129032258,NA,NA,NA,NA,NA,2.354516129032258,NA,3.4444444444444446,34.44444444444444,NA,2022-03-31,22.809,337.462,NA,57.25,brightmax: 200,2.39,NA,23.95397489539749,0.041746724890829694,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,-30.49,1.35
2,6,267,HR_149,HR_174,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,2022-05-05,NA,NA,NA,NA,2022-03-24,4,0,0,4,3,1,NA,NA,NA,NA,NA,NA,1,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,NA,NA,NA,NA,NA,2.52,NA,0.25,1,NA,2022-03-24,25.488,405.537,NA,37.69,brightmax: 173,2.14,NA,17.61214953271028,0.0567789864685593,2022-03-24,108,134,125,2022-05-05,42,1,1,1,1,-31.06,2.02
2,6,268,HR_164,HR_041,n,6,TRUE,FALSE,TRUE,6,6,Two plants recorded originally - 5 and 6,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,17,34,0,51,0,58,NA,NA,NA,NA,NA,NA,23,51.9,34,104.96,1,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.256521739130435,3.0870588235294116,1.65,NA,NA,NA,2.3311935208866155,0.721433587944113,3.411764705882353,174,77.11,2022-04-07,25.207,361.028,NA,18.884,brightmax: 163,1.29,NA,14.63875968992248,0.06831179834780766,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-31.04,2.95
2,6,269,HR_156,HR_025,n,3,TRUE,FALSE,TRUE,3,3,NA,NA,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,NA,2022-04-20,2022-04-27,NA,2022-05-11,2022-05-20,NA,NA,2022-03-31,7,2,0,9,0,9,NA,NA,NA,NA,2,5.2,7,26.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,3.812857142857143,NA,NA,NA,NA,NA,3.206428571428572,0.8576195103248271,1.2857142857142858,11.571428571428573,34.12,2022-03-31,23.042,315.694,NA,31.502,brightmax: 170,2.21,NA,14.254298642533936,0.07015427591898928,2022-03-31,NA,141,132,2022-05-20,50,0,1,1,1,-30.23,2.93
2,6,270,HR_062,HR_116,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,NA,NA,2022-05-24,NA,2022-03-24,19,5,0,24,0,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3.62,1,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,2.57,NA,NA,NA,3.0949999999999998,0.7424621202458751,0.10526315789473684,2.526315789473684,NA,2022-03-24,22.887,335.73,NA,41.819,brightmax: 200,2.44,NA,17.13893442622951,0.05834668452138979,2022-03-24,97,134,125,2022-05-24,61,1,1,1,1,-29.34,1.38
2,6,271,HR_066,HR_137,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,13,4,0,17,5,15,NA,NA,NA,NA,NA,NA,12,30.87,2,5.58,1,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5725000000000002,2.79,3.56,NA,NA,NA,2.9741666666666666,0.5188709698309718,1.1538461538461537,19.615384615384613,44.22,2022-03-24,22.933,330.678,NA,31.377,brightmax: 178,1.82,NA,17.24010989010989,0.05800427064410237,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,-29.78,2.16
2,6,272,HR_110,HR_032,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-16,1,0,0,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-16,21.074,282.158,NA,NA,NA,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,0,-30.36,1.71
2,6,273,HR_189,HR_018,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-16,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-16,23.755,357.571,NA,83.55,brightmax: 166,5,NA,16.71,0.059844404548174746,2022-03-24,108,134,125,2022-04-20,27,1,1,0,0,NA,NA
2,6,274,HR_005,HR_149,R,3,TRUE,TRUE,TRUE,3,"3,6,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-16,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-16,18.794,239.673,NA,45.858,"brightmax: 189, alt method",2.67,NA,17.175280898876405,0.05822321078110689,2022-03-24,108,134,125,2022-04-27,34,1,1,1,0,NA,NA
3,7,275,HR_066,HR_078,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,13,4,0,17,0,38,NA,NA,NA,NA,NA,NA,29,50.09,7,15.48,2,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.727241379310345,2.2114285714285713,0.72,NA,NA,NA,1.5528899835796388,0.7608472927028795,2.923076923076923,49.692307692307686,80.38,NA,NA,NA,NA,39.04,brightmax: 181 (alt method b/c leaves touching),1.09,NA,35.81651376146789,0.027920081967213115,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1,-29.6,2.02
3,7,276,HR_180,HR_023,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-16,35,3,0,38,32,193,NA,NA,NA,NA,50,132.8,50,106.54,5,16.55,1,3.43,NA,NA,NA,NA,NA,NA,NA,NA,2.656,2.1308000000000002,3.31,3.43,NA,NA,NA,2.8817000000000004,0.6052176137555813,5.514285714285714,209.54285714285714,263.14,2022-03-16,24.471,344.705,NA,24.841,brightmax: 159,1.47,NA,16.898639455782313,0.05917636166015861,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,-29.62,1.97
3,7,277,HR_074,HR_070,n,2,TRUE,FALSE,TRUE,2,2,Two plants recorded - 2 and 6,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-04-07,23,2,0,25,0,71,NA,NA,NA,NA,45,85.63,25,53,1,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9028888888888889,2.12,2.19,NA,NA,NA,NA,2.070962962962963,0.14970527973953696,3.0869565217391304,77.17391304347827,230.01,NA,NA,NA,NA,56.344,brightmax: 174,4.2,NA,13.415238095238095,0.07454209853755502,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1,-29.05,3.55
3,7,278,HR_160,HR_173,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,2022-04-20,2022-04-27,2022-05-05,2022-05-11,NA,NA,NA,2022-03-24,1,1,0,2,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,63.07,NA,NA,NA,NA,23.677,brightmax: 181,1.34,NA,17.669402985074626,0.05659500781348989,2022-03-24,108,134,125,2022-05-11,48,1,1,1,0,-30.2,4.25
3,7,279,HR_100,HR_192,n,1,TRUE,FALSE,TRUE,1,1,Two fitness plants originally recorded - 1 and 7. F plant chosen as plant 1 - no collections from plant 7 ever made.,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-04-14,22,0,0,22,0,38,NA,NA,NA,NA,14,31.55,21,42.83,NA,NA,3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,2.2535714285714286,2.0395238095238093,NA,1.1666666666666667,NA,NA,NA,1.819920634920635,0.5757687522648793,1.7272727272727273,38,97.34,2022-04-14,22.464,293.715,NA,120.147,brightmax: 197,9.13,NA,13.159583789704271,0.07599024528286183,2022-03-31,115,141,132,2022-04-27,27,1,1,1,1,-31.26,4.46
3,7,280,HR_195,HR_104,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,3,1,0,4,6,1,NA,NA,NA,NA,1,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,NA,NA,NA,NA,NA,NA,3.05,NA,0.3333333333333333,1.3333333333333333,13.43,NA,NA,NA,NA,22.119,brightmax: 178 (alt method b/c leaves touching),0.25,NA,88.476,0.011302500113025001,2022-03-24,97,134,125,2022-04-14,21,1,1,1,1,-31.13,4.01
3,7,281,HR_133,HR_161,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,2,0,0,2,17,6,NA,NA,NA,NA,6,15.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6483333333333334,NA,NA,NA,NA,NA,NA,2.6483333333333334,NA,3,6,13.27,2022-03-31,18.499,224.547,NA,29.16,brightmax: 183 (part of leaf is folded over),1.63,NA,17.88957055214724,0.05589849108367626,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1,-31.13,1.06
3,7,282,HR_064,HR_028,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,59,0,0,59,30,156,NA,NA,NA,NA,50,86.81,52,84.94,4,11.53,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1.7362,1.6334615384615385,2.8825,3,NA,NA,NA,2.3130403846153844,0.7281872479397934,2.6440677966101696,156,229.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1,-30.77,2.74
3,7,283,HR_002,HR_059,R,7,TRUE,TRUE,TRUE,7,"5,7,4",NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,2022-05-05,NA,NA,NA,NA,2022-03-24,29,0,0,29,1,41,NA,NA,NA,NA,11,70.83,19,82.67,8,37.24,2,6.01,1,1.59,NA,NA,NA,NA,NA,NA,6.4390909090909085,4.3510526315789475,4.655,3.005,1.59,NA,NA,4.008028708133971,1.8234054754892641,1.4137931034482758,41,146.17,2022-03-24,26.462,451.304,NA,43.302,brightmax: 174 (alt method b/c leaves touching),2.59,NA,16.71891891891892,0.059812479793081144,2022-03-24,125,134,125,2022-05-05,42,1,1,1,1,-30.07,2.84
3,7,284,HR_164,HR_005,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,18,0,0,18,15,43,NA,NA,NA,NA,NA,NA,5,9.03,NA,NA,NA,NA,NA,NA,NA,NA,38,72.25,NA,NA,NA,1.8059999999999998,NA,NA,NA,NA,1.9013157894736843,1.853657894736842,0.06739844109099163,2.388888888888889,43,NA,2022-03-31,22.536,297.237,NA,34.548,brightmax:181,2.45,NA,14.101224489795918,0.07091582725483386,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,NA,NA
3,7,285,HR_070,HR_061,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,17,1,0,18,28,12,NA,NA,NA,NA,8,27.39,2,5.04,NA,NA,2,5.43,NA,NA,NA,NA,NA,NA,NA,NA,3.42375,2.52,NA,2.715,NA,NA,NA,2.88625,0.47559009398851027,0.7058823529411765,12.705882352941178,51.97,2022-03-24,23.659,338.484,NA,25.939,brightmax: 201,0.5,NA,51.878,0.019275993677474075,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1,-31.02,2.73
3,7,286,HR_110,HR_032,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,2,0,0,2,7,17,NA,NA,NA,NA,17,34.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,NA,NA,NA,NA,NA,NA,2.02,NA,8.5,17,NA,2022-03-24,24.376,372.823,NA,35.238,brightmax: 176,2.62,NA,13.449618320610686,0.07435155230149272,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,NA,NA
3,7,287,HR_108,HR_175,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,24,2,0,26,2,65,NA,NA,NA,NA,8,24.26,52,132.83,5,12.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0325,2.554423076923077,2.404,NA,NA,NA,NA,2.663641025641026,0.3281759935486102,2.7083333333333335,70.41666666666667,73.08,2022-03-24,27.805,465.915,NA,56.607,brightmax: 203,2.46,NA,23.0109756097561,0.04345752292119349,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-30.3,1.23
3,7,288,HR_005,HR_180,R,5,TRUE,TRUE,TRUE,5,"5,4,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-31,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-31,23.148,337.075,NA,NA,NA,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-07,14,1,1,1,0,NA,NA
3,7,289,HR_135,HR_152,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,6,2,0,8,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,11.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93,NA,NA,NA,NA,2.93,NA,0.6666666666666666,5.333333333333333,NA,NA,NA,NA,NA,20.089,brightmax: 172 (alt method b/c leaves broken),3.23,NA,6.219504643962848,0.16078450893523819,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-29.72,2.84
3,7,290,HR_059,HR_155,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,14,0,0,14,7,19,NA,NA,NA,NA,6,14.49,12,26.84,1,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.415,2.236666666666667,1.97,NA,NA,NA,NA,2.207222222222222,0.22395642764047094,1.3571428571428572,19,84.68,2022-03-31,23.601,313.716,NA,27.907,brightmax: 142,1.63,NA,17.120858895705524,0.05840828465976278,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1,-30.77,3.74
3,7,291,HR_171,HR_057,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,2022-04-20,2022-04-27,NA,2022-05-11,NA,NA,NA,2022-03-24,8,1,0,9,16,7,NA,NA,NA,NA,NA,NA,7,18.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6157142857142857,NA,NA,NA,NA,NA,2.6157142857142857,NA,0.875,7.875,33.16,NA,NA,NA,NA,37.079,brightmax: 177,3.15,NA,11.77111111111111,0.08495374740419105,2022-03-24,108,134,125,2022-05-11,48,1,1,1,1,-30.27,2.81
