Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,skel_weight_mg,Sym,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
276,7,7R,G1,HR_069,HR_133,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6.72,-,5,0,11,14,5,2.2,11,1,1,1,1
277,7,8L,G2,HR_088,HR_014,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-20,,,,12.6,X,3,0,6,7,3,2,6,1,1,1,1
277,7,8R,G1,HR_053,HR_092,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,69.29,-,0,0,0,0,0,,0,1,0,0,0
278,7,9L,G1,HR_157,HR_095,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,2023-05-17,2023-04-05,1,,,49.65,-,17,3,71,91,20,4.176470588,83.52941176,1,1,1,1
278,7,9R,G1,HR_059,HR_011,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,2023-05-17,2023-04-05,,,,18.05,-,10,0,43,52,10,4.3,43,1,1,1,1
279,7,10L,G2,HR_100,HR_195,2,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,7.79,X,0,0,0,0,0,,0,0,0,0,0
279,7,10R,G1,HR_034,HR_080,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,2,,,,-,9,0,24,38,9,2.666666667,24,1,1,1,1
280,7,11L,G2,HR_171,HR_073,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,2023-05-17,2023-04-20,,,,13.75,X,4,2,21,31,6,5.25,31.5,1,1,1,1
280,7,11R,G2,HR_133,HR_072,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,4.56,X,1,0,2,2,1,2,2,1,1,1,1
281,7,12L,G2,HR_100,HR_135,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6.12,X,4,0,9,11,4,2.25,9,1,1,1,1
281,7,12R,G1,HR_108,HR_177,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,2.83,-,5,0,18,29,5,3.6,18,1,1,1,1
282,7,13L,G1,HR_095,HR_178,1,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,,-,1,0,1,5,1,1,1,0,1,1,1
282,7,13R,G1,HR_149,HR_007,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,8.41,-,3,0,14,15,3,4.666666667,14,1,1,1,1
283,7,14L,G1,HR_062,HR_134,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,2023-04-20,,,,15.63,-,0,0,0,0,0,,0,1,0,0,0
283,7,14R,G1,HR_057,HR_110,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,3,,,17.88,-,5,1,15,28,6,3,18,1,1,1,1
284,7,15L,G2,HR_155,HR_047,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,7.44,X,2,0,3,6,2,1.5,3,1,1,1,1
284,7,15R,G1,HR_062,HR_136,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,2023-05-17,2023-04-20,1,,,,-,1,0,1,1,1,1,1,1,1,1,1
285,7,16R,G1,HR_088,HR_014,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,-,4,2,6,8,6,1.5,9,1,1,1,1
286,7,17L,G1,HR_196,HR_170,2,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,4.14,-,1,0,1,3,1,1,1,0,1,1,1
287,7,18L,G2,HR_085,HR_035,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,,X,1,1,0,0,2,0,0,1,1,1,0
288,7,19L,G1,HR_110,HR_039,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,-,0,0,0,0,0,,0,1,0,0,0
288,7,19R,G2,HR_148,HR_050,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,2.95,X,0,1,0,0,1,,,1,1,0,0
289,7,20L,G2,HR_147,HR_150,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,3.23,X,0,0,0,0,0,,0,1,0,0,0
290,7,21R,G1,HR_139,HR_127,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,,-,4,2,3,5,6,0.75,4.5,1,1,1,1
291,7,22L,G1,HR_141,HR_184,2,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,1.89,-,1,0,0,1,1,0,0,0,1,1,0
291,7,22R,G1,HR_168,HR_148,2,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,1.81,-,1,0,1,2,1,1,1,0,1,1,1
292,7,23L,G1,HR_160,HR_033,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,1.86,-,0,0,0,0,0,,0,1,0,0,0
292,7,23R,G1,HR_069,HR_156,4,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,1.73,-,0,0,0,0,0,,0,0,0,0,0
293,7,24L,G1,HR_139,HR_129,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,2023-04-20,1,,,,-,1,0,2,3,1,2,2,1,1,1,1
293,7,24R,G2,HR_066,HR_087,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,2023-05-17,2023-04-20,2,,,,X,5,0,11,15,5,2.2,11,1,1,1,1
294,7,6L,G2,HR_157,HR_095,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6.86,X,2,0,6,8,2,3,6,1,1,1,1
294,7,6R,G2,HR_135,HR_083,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,6.3,X,3,0,3,3,3,1,3,1,1,1,1
295,7,25L,G2,HR_057,HR_006,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,1.1,X,0,0,0,0,0,,0,1,0,0,0
295,7,25R,G2,HR_057,HR_110,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,0.88,X,0,0,0,0,0,,0,1,0,0,0
296,7,26L,G1,HR_066,HR_087,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,2.81,-,1,0,3,3,1,3,3,1,1,1,1
296,7,26R,G1,HR_160,HR_173,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,1.11,-,0,0,0,0,0,,0,1,0,0,0
297,7,27L,G2,HR_115,HR_131,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,4.78,X,2,0,0,0,2,0,0,1,1,1,0
297,7,27R,G1,HR_135,HR_083,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,2023-05-17,2023-04-20,4,,,23.94,-,7,0,3,5,7,0.4285714286,3,1,1,1,1
298,7,28L,G2,HR_059,HR_011,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,4.72,X,2,1,3,5,3,1.5,4.5,1,1,1,1
298,7,28R,G2,HR_180,HR_023,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,7.07,X,4,0,5,8,4,1.25,5,1,1,1,1
299,7,29L,G2,HR_131,HR_113,5,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,7.25,X,2,0,0,6,2,0,0,0,1,1,0
299,7,29R,G1,HR_085,HR_176,3,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,5.19,-,0,0,0,0,0,,0,0,0,0,0
300,7,30L,G2,HR_133,HR_161,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,1.02,X,0,0,0,0,0,,0,1,0,0,0
300,7,30R,G2,HR_168,HR_148,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,5.35,X,1,0,0,5,1,0,0,1,1,1,0
301,7,31L,G1,HR_088,HR_014,5,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,2.96,-,0,0,0,0,0,,0,0,0,0,0
301,7,31R,G2,HR_131,HR_049,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,6.46,X,2,1,6,10,3,3,9,1,1,1,1
302,7,32L,G1,HR_168,HR_101,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,12.27,-,3,2,9,11,5,3,15,1,1,1,1
302,7,32R,G2,HR_141,HR_184,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-17,27,2023-05-17,2023-04-20,2,3,,36.36,X,2,1,1,3,3,0.5,1.5,1,1,1,1
303,7,33L,G1,HR_131,HR_113,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,2023-04-20,2,,,29.25,-,10,3,0,48,13,0,0,1,1,1,0
303,7,33R,G1,HR_133,HR_161,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,12.78,-,2,1,1,9,3,0.5,1.5,1,1,1,1
304,7,34L,G2,HR_148,HR_114,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,2023-04-20,2,,,,X,4,0,9,11,4,2.25,9,1,1,1,1
304,7,34R,G1,HR_156,HR_193,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,,-,7,0,8,18,7,1.142857143,8,1,1,1,1
305,7,35L,G1,HR_189,HR_168,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,5.18,-,0,1,0,0,1,,,1,1,0,0
305,7,35R,G2,HR_156,HR_197,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,1.34,X,0,0,0,0,0,,0,1,0,0,0
306,7,36L,G2,HR_171,HR_057,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,2.14,X,0,1,0,0,1,,,1,1,0,0
306,7,36R,G1,HR_157,HR_088,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,2023-05-17,2023-04-20,,,,,-,4,1,14,20,5,3.5,17.5,1,1,1,1
307,7,37L,G2,HR_002,HR_059,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,,X,4,1,10,12,5,2.5,12.5,1,1,1,1
308,7,38L,G2,HR_100,HR_195,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,,X,3,2,4,7,5,1.333333333,6.666666667,1,1,1,1
308,7,38R,G2,HR_074,HR_066,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,3.48,X,0,1,0,0,1,,,1,1,0,0
309,7,39L,G1,HR_053,HR_169,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,2023-05-17,2023-04-20,,,,,-,2,0,2,4,2,1,2,1,1,1,1
309,7,39R,G1,HR_195,HR_068,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,8.56,-,1,1,0,4,2,0,0,1,1,1,0
310,7,40L,G2,HR_156,HR_197,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,8.16,X,0,1,0,0,1,,,1,1,0,0
310,7,40R,G1,HR_008,HR_012,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,1.74,-,11,1,12,27,12,1.090909091,13.09090909,1,1,1,1
311,7,41L,G2,HR_149,HR_007,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,X,0,1,0,0,1,,,1,1,0,0
311,7,41R,G1,HR_005,HR_040,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,,-,0,0,0,0,0,,0,1,0,0,0
312,7,42L,G2,HR_189,HR_018,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,2.66,X,0,0,0,0,0,,0,1,0,0,0
312,7,42R,G1,HR_200,HR_159,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,3.7,-,1,1,3,4,2,3,6,1,1,1,1
313,7,43L,G1,HR_066,HR_087,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,2.11,-,0,0,0,0,0,,0,1,0,0,0
313,7,43R,G2,HR_139,HR_129,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,2.83,X,0,0,0,0,0,,0,1,0,0,0
314,7,44R,G1,HR_090,HR_053,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,-,0,0,0,0,0,,0,1,0,0,0
315,7,45L,G2,HR_002,HR_059,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,3.6,X,1,0,0,3,1,0,0,1,1,1,0
315,7,45R,G1,HR_196,HR_183,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,1,-,0,0,0,0,0,,0,1,0,0,0
316,8,1L,G1,HR_090,HR_103,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,,-,6,0,27,33,6,4.5,27,1,1,1,1
316,8,1R,G2,HR_057,HR_147,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,9.12,X,1,3,3,3,4,3,12,1,1,1,1
317,8,2L,G2,HR_059,HR_011,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,10.61,X,2,0,6,10,2,3,6,1,1,1,1
317,8,2R,G1,HR_171,HR_001,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,15.39,-,5,0,13,30,5,2.6,13,1,1,1,1
318,8,3L,G1,HR_027,HR_145,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,3.77,-,2,0,13,14,2,6.5,13,1,1,1,1
318,8,3R,G1,HR_148,HR_114,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,3.26,-,1,0,0,5,1,0,0,1,1,1,0
319,8,4L,G1,HR_148,HR_109,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,,-,5,0,10,11,5,2,10,1,1,1,1
319,8,4R,G2,HR_059,HR_155,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,2023-05-17,2023-04-05,,,,16.91,X,7,0,25,36,7,3.571428571,25,1,1,1,1
320,8,5L,G1,HR_059,HR_011,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,2.44,-,2,1,8,9,3,4,12,1,1,1,1
321,8,6L,G2,HR_088,HR_014,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,5.06,X,3,0,4,7,3,1.333333333,4,1,1,1,1
321,8,6R,G1,HR_171,HR_073,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,13.78,-,6,2,14,15,8,2.333333333,18.66666667,1,1,1,1
322,8,7L,G1,HR_131,HR_046,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,18.52,-,5,1,7,11,6,1.4,8.4,1,1,1,1
322,8,7R,G1,HR_121,HR_105,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6,-,1,3,3,5,4,3,12,1,1,1,1
323,8,8L,G1,HR_131,HR_113,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,2023-05-17,2023-04-05,3,,,19.94,-,11,3,53,68,14,4.818181818,67.45454545,1,1,1,1
323,8,8R,G2,HR_131,HR_046,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,4.54,X,2,0,2,4,2,1,2,1,1,1,1
324,8,9L,G2,HR_085,HR_176,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,2023-05-17,2023-04-20,1,,,19.88,X,3,2,1,3,5,0.3333333333,1.666666667,1,1,1,1
324,8,9R,G2,HR_171,HR_001,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,2.41,X,0,1,0,0,1,,,1,1,0,0
325,8,10L,G1,HR_160,HR_079,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,17.67,-,5,0,4,20,5,0.8,4,1,1,1,1
325,8,10R,G1,HR_200,HR_010,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,8.19,-,0,2,0,0,2,,,1,1,0,0
326,8,11L,G2,HR_133,HR_158,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,X,0,0,0,0,0,,0,1,0,0,0
326,8,11R,G2,HR_196,HR_183,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,6.16,X,0,3,0,0,3,,,1,1,0,0
327,8,12L,G2,HR_002,HR_059,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,6.82,X,2,1,4,8,3,2,6,1,1,1,1
327,8,12R,G2,HR_066,HR_078,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,4.31,X,1,0,1,4,1,1,1,1,1,1,1
328,8,13L,G1,HR_164,HR_005,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,2023-04-20,1,,,11.49,-,1,2,2,11,3,2,6,1,1,1,1
328,8,13R,G1,HR_180,HR_023,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,11.62,-,5,1,21,23,6,4.2,25.2,1,1,1,1
329,8,14L,G1,HR_034,HR_080,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,4.4,-,0,0,0,0,0,,0,1,0,0,0
329,8,14R,G1,HR_189,HR_018,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6.89,-,2,0,8,8,2,4,8,1,1,1,1
330,8,15L,G1,HR_175,HR_196,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-17,27,2023-05-17,2023-04-20,,,,13,-,2,0,9,10,2,4.5,9,1,1,1,1
330,8,15R,G1,HR_200,HR_159,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,0.96,-,0,0,0,0,0,,0,1,0,0,0
331,8,16L,G2,HR_157,HR_095,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,X,0,0,0,0,0,,0,1,0,0,0
331,8,16R,G1,HR_066,HR_078,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,1.28,-,0,0,0,0,0,,0,1,0,0,0
332,8,17L,G1,HR_070,HR_165,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,5.81,-,3,0,7,9,3,2.333333333,7,1,1,1,1
332,8,17R,G1,HR_189,HR_168,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,2.58,-,0,1,0,0,1,,,1,1,0,0
333,8,18L,G2,HR_108,HR_016,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,3.74,X,1,0,0,0,1,0,0,1,1,1,0
333,8,18R,G2,HR_196,HR_170,4,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,2.66,X,0,0,0,0,0,,0,0,0,0,0
334,8,19L,G2,HR_062,HR_116,5,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,0.94,X,0,0,0,0,0,,0,0,0,0,0
334,8,19R,G2,HR_125,HR_086,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,3.04,X,2,0,4,7,2,2,4,1,1,1,1
335,8,20R,G2,HR_160,HR_079,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,8.74,X,0,1,0,0,1,,,1,1,0,0
336,8,21R,G1,HR_157,HR_085,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,,-,0,0,0,0,0,,0,1,0,0,0
337,8,22L,G2,HR_005,HR_040,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,1.09,X,0,1,0,0,1,,,1,1,0,0
337,8,22R,G1,HR_195,HR_068,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,,-,0,0,0,0,0,,0,1,0,0,0
338,8,23L,G2,HR_164,HR_041,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,7.39,X,3,0,0,7,3,0,0,1,1,1,0
338,8,23R,G1,HR_147,HR_118,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,1,,,5.78,-,4,0,0,0,4,0,0,1,1,1,0
339,8,24L,G2,HR_155,HR_047,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,2023-05-17,2023-04-20,,,,31.2,X,4,0,2,14,4,0.5,2,1,1,1,1
339,8,24R,G2,HR_069,HR_156,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,2.17,X,0,0,0,0,0,,0,1,0,0,0
340,8,25L,G2,HR_155,HR_121,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,1.83,X,0,0,0,0,0,,0,1,0,0,0
340,8,25R,G2,HR_064,HR_019,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,15.34,X,0,3,0,0,3,,,1,1,0,0
341,8,26L,G1,HR_085,HR_035,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,6.5,-,1,0,0,0,1,0,0,1,1,1,0
341,8,26R,G1,HR_005,HR_149,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,3.16,-,1,0,4,4,1,4,4,1,1,1,1
342,8,27L,G2,HR_064,HR_019,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,2023-05-17,2023-04-20,,,,14.78,X,7,0,5,17,7,0.7142857143,5,1,1,1,1
342,8,27R,G2,HR_175,HR_027,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,2023-05-17,2023-04-20,,,,26,X,3,1,5,13,4,1.666666667,6.666666667,1,1,1,1
343,8,28L,G1,HR_135,HR_004,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,4.05,-,0,1,0,0,1,,,1,1,0,0
344,8,29L,G1,HR_085,HR_035,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,0.71,-,0,0,0,0,0,,0,1,0,0,0
344,8,29R,G2,HR_175,HR_164,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,2023-05-17,2023-04-05,,,,8.25,X,9,0,13,26,9,1.444444444,13,1,1,1,1
345,8,30L,G1,HR_070,HR_123,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,2023-05-04,1,,,15.47,-,5,1,8,23,6,1.6,9.6,1,1,1,1
345,8,30R,G1,HR_074,HR_070,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,2023-05-17,2023-04-20,2,,,14.2,-,7,3,22,48,10,3.142857143,31.42857143,1,1,1,1
346,8,31L,G1,HR_064,HR_190,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,2.01,-,0,0,0,0,0,,0,1,0,0,0
346,8,31R,G2,HR_200,HR_153,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,5.08,X,0,2,0,0,2,,,1,1,0,0
347,8,32L,G2,HR_110,HR_032,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,10.81,X,3,0,0,0,3,0,0,1,1,1,0
347,8,32R,G2,HR_002,HR_056,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,2.79,X,1,0,2,3,1,2,2,1,1,1,1
348,8,33L,G2,HR_108,HR_175,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,2023-04-20,1,,,,X,3,0,0,3,3,0,0,1,1,1,0
348,8,33R,G1,HR_090,HR_126,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,2023-05-17,,3,,,21.5,-,5,3,8,22,8,1.6,12.8,1,1,1,1
349,8,34L,G2,HR_053,HR_169,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,6.96,X,2,0,1,2,2,0.5,1,1,1,1,1
349,8,34R,G1,HR_095,HR_124,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,4.9,-,0,0,0,0,0,,0,1,0,0,0
350,8,35R,G1,HR_196,HR_183,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,4.62,-,1,0,2,3,1,2,2,1,1,1,1
351,8,36L,G2,HR_057,HR_006,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,5.13,X,0,3,0,0,3,,,1,1,0,0
351,8,36R,G1,HR_115,HR_131,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,2.27,-,0,1,0,0,1,,,1,1,0,0
352,8,37L,G2,HR_135,HR_152,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,7.14,X,0,0,0,0,0,,0,1,0,0,0
